ano;questao_na_prova;situacao;id_no_site;gabarito_novas;confianca_gabarito;enunciado
2013;13;NOVA (adicionada e comentada);trauma-1088;C;alta;Na fratura supracondiliana do fêmur tipo 33-B3 AO / OTA, preconiza-se o tratamento com
2013;14;NOVA (adicionada e comentada);pediatria-0670;B;baixa;0 torcicolo muscular congênito acomete mais frequentemente o esternocleidomastoídeo
2013;15;NOVA (adicionada e comentada);pediatria-0671;B;alta;Na pseudartrose do côndilo lateral do úmero da criança, a fixação óssea é indicada, segundo FLYNN, se houver
2013;16;NOVA (adicionada e comentada);mao-0590;B;alta;A luxação perissemilunar do carpo corresponde ao estágio de MAYFIELD
2013;17;NOVA (adicionada e comentada);pediatria-0672;B;média;Na epifisiólise proximal do fêmur, são endocrinopatias associadas o
2013;18;já existia (ano marcado);trauma-0126;;;A instabilidade do complexo suspensório superior do ombro ocorre em caso de fratura do
2013;19;NOVA (adicionada e comentada);trauma-1089;D;alta;A incidência de artrose pós-traumática com dor e limitação funcional é mais rara na fratura do
2013;20;NOVA (adicionada e comentada);mao-0591;D;alta;Para sutura de tendões de diâmetros diferentes, pode-se usar a do tipo
2013;21;NOVA (adicionada e comentada);pe-tornozelo-0319;C;média;A instabilidade ligamentar crônica lateral do tornozelo tem como fatores predisponentes o
2013;22;NOVA (adicionada e comentada);conceitos-basicos-0279;D;alta;A hiperplasia verrucosa do coto de amputação deve-se a
2013;23;NOVA (adicionada e comentada);coluna-0306;A;alta;A fratura osteoporótica da vértebra toracolombar resulta da falha da coluna
2013;24;NOVA (adicionada e comentada);pediatria-0673;B;alta;Na fratura da diáfise femoral na criança, com diâmetro do canal medular de 6 mm, as hastes flexíveis para a osteossíntese devem ter diâmetro de
2013;25;NOVA (adicionada e comentada);pediatria-0674;A;alta;Na criança, a deformidade plástica ocorre mais frequentemente
2013;26;NOVA (adicionada e comentada);tumores-0320;A;alta;A complicação mais frequente do condrossarcoma após sua ressecção cirúrgica é a
2013;27;NOVA (adicionada e comentada);ombro-cotovelo-0458;D;alta;No reparo de ruptura extensa do manguito rotador, a tração do coto proximal do tendão do supraespinal predispõe a lesão do nervo
2013;28;NOVA (adicionada e comentada);pe-tornozelo-0320;B;baixa;O calçado recomendado para o tratamento conservador da metatarsalgia deve ter
2013;29;NOVA (adicionada e comentada);mao-0592;B;alta;Na classificação da instabilidade cárpica de DOBYNS e COONEY, encontra-se correlação entre
2013;30;NOVA (adicionada e comentada);conceitos-basicos-0280;D;alta;Com base na classificação AO, o padrão de fratura diafisária que apresenta menor deformação relativa (strain) é o do tipo
2013;31;NOVA (adicionada e comentada);pediatria-0675;D;alta;Na fratura da extremidade proximal do fêmur na criança, a complicação mais frequente é
2013;32;NOVA (adicionada e comentada);coluna-0307;C;alta;Na espondilolistese ístmica do adulto, é considerado tratamento efetivo
2013;33;NOVA (adicionada e comentada);osteometabolicas-0078;D;alta;A artrite reumatoide tem como critério diagnóstico
2013;34;NOVA (adicionada e comentada);quadril-0332;C;alta;Na fratura por estresse do colo do fêmur, indica-se o tratamento cirúrgico precoce quando a localização do traço é
2013;35;NOVA (adicionada e comentada);pediatria-0676;A;alta;No pé torto congênito corrigido pelo método de PONSETI, a posição da órtese de DENIS-BROWN é de
2013;36;NOVA (adicionada e comentada);ombro-cotovelo-0459;A;média;A capsulite adesiva do ombro é mais frequente em pacientes acometidos por
2013;37;NOVA (adicionada e comentada);tumores-0321;D;alta;O granuloma eosinofílico caracteriza-se histologicamente por apresentar
2013;38;NOVA (adicionada e comentada);mao-0593;C;alta;Na síndrome do túnel do carpo, o teste mais específico e sensível é o descrito por
2013;39;NOVA (adicionada e comentada);trauma-1090;D;baixa;A incidência de sinostose dos ossos do antebraço é maior na lesão de MONTEGGIA do tipo
2013;40;NOVA (adicionada e comentada);trauma-1091;D;alta;A fratura do planalto tibial que apresenta maior risco de associação com lesão dos vasos poplíteos, segundo SCHATZKER, é a do tipo
2013;41;NOVA (adicionada e comentada);coluna-0308;C;alta;Na escoliose idiopática do adolescente, o fator relacionado a sua progressão é
2013;42;NOVA (adicionada e comentada);quadril-0333;A;alta;A complicação tardia mais frequente após a fratura-luxação posterior do quadril é a
2013;43;NOVA (adicionada e comentada);tumores-0322;B;alta;Segundo ENNEKING, o tumor classificado como do tipo II A é
2013;44;NOVA (adicionada e comentada);pediatria-0677;C;média;Na tíbia vara de BLOUNT, a extremidade distal do fêmur encontra-se em
2013;45;NOVA (adicionada e comentada);ombro-cotovelo-0460;B;alta;A epicondilite lateral do cotovelo tem como diagnóstico diferencial a
2013;46;NOVA (adicionada e comentada);joelho-0271;B;alta;O principal restritor primário ao estresse em valgo do joelho é
2013;47;NOVA (adicionada e comentada);mao-0594;D;alta;A artrodese limitada do punho conhecida como triescafo é indicada na
2013;48;NOVA (adicionada e comentada);quadril-0334;A;alta;No exame físico do quadril, os sintomas da síndrome do músculo piriforme são exacerbados pela realização de movimentos passivos de
2013;49;NOVA (adicionada e comentada);tumores-0323;D;alta;A sinovite vilonodular pigmentada tem como característica histológica a presença de
2013;50;NOVA (adicionada e comentada);pediatria-0678;D;alta;A pioartrite de ombro em crianças geralmente decorre de
2013;51;NOVA (adicionada e comentada);quadril-0335;B;média;Na fratura complexa do acetábulo, segundo LETOURNEL, o tipo mais frequente é
2013;52;NOVA (adicionada e comentada);tumores-0324;D;alta;A biópsia de um tumor ósseo maligno deve ser preferencialmente realizada por via de acesso
2013;53;NOVA (adicionada e comentada);pediatria-0679;B;média;A tíbia vara de BLOUNT tem como sinal de risco
2013;54;NOVA (adicionada e comentada);ombro-cotovelo-0461;C;alta;A ressecção da porção póstero-medial do olécrano leva a instabilidade
2013;55;NOVA (adicionada e comentada);joelho-0272;A;alta;Na artroplastia total do joelho, uma das contraindicações absolutas é
2013;56;NOVA (adicionada e comentada);pediatria-0680;D;alta;A deficiência pré-axial do membro superior é classificada como falha de formação
2013;57;NOVA (adicionada e comentada);quadril-0336;C;alta;A pubalgia inicia-se mais frequentemente por lesão do músculo
2013;58;NOVA (adicionada e comentada);joelho-0273;A;alta;A ruptura aguda do tendão patelar é mais frequente em
2013;59;já existia (ano marcado);trauma-0918;;;Na osteossíntese da fratura-luxação cervical baixa, o posicionamento do parafuso de massa lateral, segundo a técnica de MAGERL, deve ter o ponto de inserção
2013;60;NOVA (adicionada e comentada);osteometabolicas-0079;C;alta;A osteoporose no homem deve ser pesquisada por densitometria óssea em todo indivíduo com idade superior a
2013;61;NOVA (adicionada e comentada);trauma-1092;B;alta;No adulto, a síndrome compartimental é mais frequente na fratura
2013;62;NOVA (adicionada e comentada);pediatria-0681;C;média;Na paralisia cerebral, é mais comum encontrar o hálux valgo em pacientes com
2013;63;NOVA (adicionada e comentada);ombro-cotovelo-0462;A;alta;O nervo que passa pelo espaço quadrangular é o
2013;64;NOVA (adicionada e comentada);joelho-0274;A;alta;A osteonecrose secundária do joelho, quando comparada com a espontânea, apresenta
2013;65;NOVA (adicionada e comentada);mao-0595;A;alta;A utilização de órtese estática na osteoartrose da mão tem como objetivo principal
2013;66;NOVA (adicionada e comentada);trauma-1093;B;alta;Na fratura exposta da tíbia, existe indicação absoluta de amputação se houver
2013;67;NOVA (adicionada e comentada);joelho-0275;D;alta;A região meniscal com melhor potencial para cicatrização é
2013;68;NOVA (adicionada e comentada);coluna-0309;C;alta;Na cifose de SCHEUERMANN, a dor
2013;69;NOVA (adicionada e comentada);pe-tornozelo-0321;D;alta;Na insuficiência do tendão do tibial posterior, segundo MYERSON, a presença de deformidade em valgo do tornozelo caracteriza o estágio
2013;70;NOVA (adicionada e comentada);pediatria-0682;D;alta;O último centro de ossificação secundário do cotovelo a fundir-se com a metáfise é o
2013;71;NOVA (adicionada e comentada);pediatria-0683;A;alta;Na doença de LEGG-CALVÉ-PERTHES, a fratura subcondral demonstra a
2013;72;NOVA (adicionada e comentada);ombro-cotovelo-0463;C;baixa;A artroplastia reversa do ombro é indicada em paciente com
2013;73;NOVA (adicionada e comentada);osteometabolicas-0080;D;alta;Na osteoporose, a droga que atua como estimulador da formação óssea é
2013;74;NOVA (adicionada e comentada);mao-0596;C;alta;As principais deformidades observadas na articulação metacarpofalângicas na artrite reumatoide são o desvio
2013;75;NOVA (adicionada e comentada);pe-tornozelo-0322;A;alta;Na ruptura do tendão calcâneo, a técnica cirúrgica em que o tendão plantar é utilizado para o reforço é a de
2013;76;NOVA (adicionada e comentada);joelho-0276;D;alta;Na reconstrução do LCA, no pós-operatório, configura relação de causa e efeito o aparecimento de
2013;77;NOVA (adicionada e comentada);coluna-0310;A;média;Na avaliação de vítima de acidente de motocicleta sem dor cervical, indica-se a realização de exame de imagem da coluna cervical em caso de
2013;78;NOVA (adicionada e comentada);trauma-1094;B;alta;A fratura de MONTEGGIA mais frequente em pacientes adultos, segundo a classificação de BADO, é a do tipo
2013;79;NOVA (adicionada e comentada);tumores-0325;D;alta;De acordo com o escore de MIRELS, quanto à localização, uma lesão metastática peritrocantérica tem pontuação
2013;80;NOVA (adicionada e comentada);pe-tornozelo-0323;D;alta;A coalizão tarsal apresenta bilateralidade em
2013;81;NOVA (adicionada e comentada);ombro-cotovelo-0464;B;média;Na instabilidade do tendão do bíceps braquial, segundo a classificação de BENNETT, a subluxação associada a lesão do tendão do subescapular e da parte medial do ligamento coracoumeral corresponde ao tipo
2013;82;NOVA (adicionada e comentada);pe-tornozelo-0324;A;baixa;O achado clássico da artrite reumatoide no antepé é a
2013;83;NOVA (adicionada e comentada);conceitos-basicos-0281;B;alta;O avanço distal do sinal de TINEL é observado nas lesões de nervos periféricos classificadas por SUNDERLAND como dos tipos
2013;84;NOVA (adicionada e comentada);trauma-1095;D;alta;A pseudartrose da fratura da diáfise de fêmur tratada com haste intramedular pode estar relacionada a
2013;85;NOVA (adicionada e comentada);trauma-1096;B;baixa;Na fratura diafisária do fêmur, a lesão associada do joelho mais comumente observada é a
2013;86;já existia (ano marcado);coluna-0273;;;Na SCIWORA (Spinal Cord Injury without Radiographic Abnormality), o déficit neurológico é mais comum na
2013;87;já existia (ano marcado);ombro-cotovelo-0332;;;Na luxação póstero-lateral do cotovelo, a última estrutura a romper-se é
2013;88;NOVA (adicionada e comentada);tumores-0326;A;alta;A fratura por estresse da metáfise proximal da tíbia tem como diagnóstico diferencial o
2013;89;NOVA (adicionada e comentada);pediatria-0684;C;alta;Para prevenção da mielomeningocele, na gestação, recomenda-se a administração de
2013;90;NOVA (adicionada e comentada);pediatria-0685;D;alta;Na fratura da clavícula na criança, as do terço médio têm prevalência de
2013;91;NOVA (adicionada e comentada);pe-tornozelo-0325;B;alta;No hálux valgo, a cirurgia de AKIN é indicada quando a deformidade principal se localiza na
2013;92;NOVA (adicionada e comentada);mao-0597;B;alta;Na cobertura cutânea da mão, o retalho de dedo cruzado (cross finger) tem melhor indicação nas lesões
2013;93;NOVA (adicionada e comentada);conceitos-basicos-0282;A;alta;Para aumentar a estabilidade de uma fixação externa circular, deve-se
2013;94;NOVA (adicionada e comentada);ombro-cotovelo-0465;B;alta;A fratura marginal da cabeça do rádio com desvio, pela classificação de MASON, é do tipo
2013;95;NOVA (adicionada e comentada);coluna-0311;D;alta;Na hérnia discal C5-C6, espera-se encontrar alteração
2013;96;NOVA (adicionada e comentada);conceitos-basicos-0283;D;alta;Na gangrena gasosa, o germe envolvido com maior frequência é o Clostridium
2013;97;NOVA (adicionada e comentada);trauma-1097;D;alta;O tratamento funcional da fratura da diáfise da tíbia baseia-se na
2013;98;NOVA (adicionada e comentada);pediatria-0686;C;alta;A fratura de TILLAUX, de acordo com a classificação de SALTER-HARRIS, corresponde à do tipo
2013;99;NOVA (adicionada e comentada);pediatria-0687;D;média;Na paralisia cerebral, as convulsões são mais frequentes na forma
2013;100;NOVA (adicionada e comentada);pediatria-0688;B;média;O pé torto congênito caracteriza-se por equino do retropé, cavo, varo da
2014;1;já existia (ano marcado);mao-0075;;;Na deficiência radial, a principal contraindicação para a centralização do carpo é a
2014;2;NOVA (adicionada e comentada);pediatria-0689;C;alta;O descolamento epifisário ocorre mais comumente
2014;3;já existia (ano marcado);pediatria-0075;;;No uso da órtese de PAVLIK, o dano à placa fisária do fêmur está relacionado com a posição forçada do quadril em
2014;4;já existia (ano marcado);pediatria-0076;;;Na deficiência femoral, segundo GILLESPIE, o alongamento do membro está mais bem indicado nos pacientes do grupo
2014;5;já existia (ano marcado);trauma-0152;;;Na fratura cervical baixa classificada por MAGERL (AO), as lesões mais graves são do tipo
2014;6;já existia (ano marcado);coluna-0032, coluna-0043;;;A síndrome de BROWN-SÈQUARD é caracterizada por:
2014;7;já existia (ano marcado);ombro-cotovelo-0047;;;A inervação da porção curta do bíceps é comum ao músculo
2014;8;já existia (ano marcado);trauma-0153;;;A fratura da patela mais bem visualizada na incidência em perfil é a
2014;9;já existia (ano marcado);tumores-0056;;;Neurofibroma pode sofrer transformação maligna para
2014;10;já existia (ano marcado);joelho-0037;;;A osteocondrite dissecante da patela ocorre com maior frequência no quadrante
2014;11;já existia (ano marcado);osteometabolicas-0014, tumores-0057;;;A osteólise pós-traumática acomete principalmente
2014;12;já existia (ano marcado);pediatria-0077;;;Na artrogripose, o primeiro objetivo do tratamento no membro superior é
2014;13;já existia (ano marcado);pediatria-0078;;;Na tíbia vara unilateral de uma criança de 2 anos e meio de idade no estágio II de LANGENSKIÖLD, está indicada
2014;14;NOVA (adicionada e comentada);pediatria-0690;A;média;A pronação dolorosa recorrente do cotovelo é mais comum em crianças de
2014;15;já existia (ano marcado);mao-0076;;;O teste de WATSON foi descrito para avaliar a instabilidade do
2014;16;já existia (ano marcado);tumores-0058;;;O cisto ósseo simples no úmero de crianças, geralmente localiza-se na região
2014;17;já existia (ano marcado);pediatria-0079;;;A osteocondrite do navicular acomete com maior frequência
2014;18;já existia (ano marcado);mao-0077;;;As lesões da fibrocartilagem triangular tratadas com a estabilização isolada do rádio são classificadas por PALMER e WERNER como tipo 1
2014;19;já existia (ano marcado);pe-tornozelo-0049;;;A fascite plantar cursa com dor
2014;20;NOVA (adicionada e comentada);pediatria-0691;B;alta;A fratura supracondiliana do úmero com desvio posteromedial em crianças está relacionada à lesão do nervo
2014;21;já existia (ano marcado);tumores-0059;;;No granuloma eosinofílico da coluna na criança, o colapso simétrico de 50% da altura do corpo vertebral é classificado segundo GARG, MEHTA e DORMANS como grau
2014;22;já existia (ano marcado);trauma-0154;;;A fratura do capítulo por cisalhamento com envolvimento da maior parte da tróclea é classificada, segundo BRYAN e MORREY com modificação de MCKEE, como tipo
2014;23;já existia (ano marcado);conceitos-basicos-0056;;;A força de compressão axial obtida com um parafuso cortical de 4,5mm, interfragmentário, é de
2014;24;já existia (ano marcado);mao-0078;;;Na banda de constrição congênita, segundo a classificação de PATERSON, a sindactilia fenestrada corresponde ao tipo
2014;25;já existia (ano marcado);trauma-0155, trauma-0339, trauma-0941;;;A fratura de estresse da diáfise da tíbia ocorre com maior frequência na região
2014;26;já existia (ano marcado);quadril-0031;;;Na síndrome compressiva do piriforme o movimento passivo que exacerba os sintomas é
2014;27;já existia (ano marcado);pe-tornozelo-0050;;;Na artrite reumatoide dos pés, a manifestação clínica mais precoce é a sinovite das articulações
2014;28;já existia (ano marcado);coluna-0044;;;Na estenose do canal lombar, a síndrome do recesso lateral é produzida, na maioria dos casos, por
2014;29;já existia (ano marcado);conceitos-basicos-0057;;;Os parafusos de tração são mais bem indicados na fixação da fratura do osso metacarpal com traço
2014;30;NOVA (adicionada e comentada);joelho-0277;A;alta;Na consolidação viciosa da fratura da eminência tibial com bloqueio da extensão do joelho sem instabilidade, o tratamento recomendado é
2014;31;já existia (ano marcado);joelho-0038;;;A lesão meniscal que frequentemente produz dor no compartimento contrário está situada no corno
2014;32;já existia (ano marcado);conceitos-basicos-0058, conceitos-basicos-0093, conceitos-basicos-0259;;;A infecção pós-osteossíntese do tipo precoce, geralmente é causada por staphylococcus
2014;33;já existia (ano marcado);trauma-0156;;;O ombro flutuante ocorre na associação da fratura na diáfise da clavícula com
2014;34;já existia (ano marcado);mao-0079, mao-0160, mao-0560;;;Na reparação tardia do tendão flexor na zona II, o enxerto primário é indicado na
2014;35;já existia (ano marcado);conceitos-basicos-0059;;;Na osteomielite hematogênica aguda em paciente usuário de drogas intravenosas, o agente causal mais comum é
2014;36;já existia (ano marcado);joelho-0039;;;Para a realização da artroplastia total do joelho, é considerada contraindicação absoluta a
2014;37;já existia (ano marcado);pediatria-0080;;;No tratamento da displasia do desenvolvimento do quadril, o suspensório de PAVLIK limita a
2014;38;já existia (ano marcado);ombro-cotovelo-0048;;;A ossificação heterotópica do cotovelo decorrente de uma queimadura é mais comum na região
2014;39;já existia (ano marcado);tumores-0060;;;Na infância, o rabdomiossarcoma acomete, principalmente,
2014;40;já existia (ano marcado);quadril-0032;;;O centro de rotação do quadril protético quando superior e lateral afeta as forças geradas sobre
2014;41;já existia (ano marcado);pe-tornozelo-0051, pe-tornozelo-0295;;;O componente mais forte do complexo do ligamento deltoide é o
2014;42;já existia (ano marcado);tumores-0061;;;Após a ressecção de fibromatose agressiva com margem oncológica comprometida, está indicada
2014;43;já existia (ano marcado);coluna-0045;;;Na espondilolistese ístmica do adulto, a modalidade mais efetiva de tratamento não cirúrgico é
2014;44;já existia (ano marcado);coluna-0046;;;A falha no fechamento do neuroporo posterior do tubo neural resulta em
2014;45;já existia (ano marcado);ombro-cotovelo-0049, ombro-cotovelo-0377;;;Na posição de “preparação do arremesso” após a cirurgia de BRISTOL, a estrutura que produz um bloqueio dinâmico e impede o deslocamento anteroinferior da cabeça do úmero é
2014;46;já existia (ano marcado);mao-0080;;;A deformidade por VISI estática implica na lesão do ligamento
2014;47;já existia (ano marcado);pediatria-0081, pediatria-0163, pediatria-0480;;;Na sinovite transitória do quadril da criança, a taxa anual de recorrência é de
2014;48;já existia (ano marcado);pe-tornozelo-0052;;;Na ruptura do tendão do calcâneo, é considerado fator de risco intrínseco o aumento da
2014;49;já existia (ano marcado);trauma-0157;;;Na fratura da cabeça do rádio do tipo 3 de MASON associada à instabilidade longitudinal do antebraço, o tratamento indicado é a
2014;50;já existia (ano marcado);mao-0081;;;A síndrome do desfiladeiro torácico está associada à luxação
2014;51;já existia (ano marcado);pediatria-0082;;;Na marcha normal, as fases em que o centro de gravidade se encontra mais baixo e mais alto são, respectivamente,
2014;52;NOVA (adicionada e comentada);pediatria-0692;D;média;Na redução da deformidade plástica dos ossos do antebraço, a intensidade e o tempo de aplicação da força corretiva são, respectivamente,
2014;53;já existia (ano marcado);pediatria-0083;;;A osteogênese imperfeita que pode simular clínica e radiograficamente um osteossarcoma, segundo SILENCE, é a do tipo
2014;54;já existia (ano marcado);joelho-0040;;;No menisco discoide, a “saucerização” é um procedimento em que se faz a ressecção parcial do menisco na porção
2014;55;já existia (ano marcado);osteometabolicas-0015;;;Na febre reumática aguda da criança, a manifestação clínica mais rara é
2014;56;já existia (ano marcado);ombro-cotovelo-0050;;;Na osteoartrose primária do ombro, é comum a
2014;57;já existia (ano marcado);joelho-0041;;;Na instabilidade patelar, a reconstrução isolada do ligamento patelofemoral medial está indicada na presença de
2014;58;já existia (ano marcado);mao-0082;;;Na rizartrose, a técnica de reconstrução ligamentar de EATON e LITTLER é preconizada no estágio
2014;59;já existia (ano marcado);quadril-0033;;;Na osteonecrose da cabeça femoral, a anastomose microcirúrgica realizada na técnica do enxerto vascularizado de fíbula é entre as artérias fibular e
2014;60;já existia (ano marcado);trauma-0158;;;A fratura de MONTEGGIA com luxação posterior da cabeça do rádio é classificada por BADO como tipo
2014;61;NOVA (adicionada e comentada);coluna-0312;D;alta;Na criança, a SCIWORA ocorre pelo mecanismo de
2014;62;já existia (ano marcado);conceitos-basicos-0060;;;Na lesão por mina terrestre, lacerações na coxa provocadas por estilhaços e não por efeito direto da explosão localizam-se, segundo NECCHAEV e colaboradores, na zona
2014;63;já existia (ano marcado);conceitos-basicos-0061;;;A contusão do quadríceps na criança tem como complicação menos frequente a ocorrência de
2014;64;já existia (ano marcado);conceitos-basicos-0062;;;Na amputação abaixo do joelho de um adulto de 1,80 m de altura, o comprimento ideal do coto tibial é de
2014;65;já existia (ano marcado);joelho-0042;;;A rotura do tendão do quadríceps femoral é mais comum na contração
2014;66;já existia (ano marcado);trauma-0159;;;A luxação esternoclavicular quando combinada à luxação acromioclavicular é, mais frequentemente,
2014;67;NOVA (adicionada e comentada);pediatria-0693;B;média;O mecanismo mais comum da fratura da eminência intercondilar da tíbia é
2014;68;já existia (ano marcado);trauma-0160;;;Na síndrome compartimental, segundo MATSEN, existe alteração na função do nervo a partir de
2014;69;NOVA (adicionada e comentada);pediatria-0694;A;baixa;Na fratura do tipo III do anel pélvico na criança, segundo TORODE E ZIEG, a complicação mais frequente é
2014;70;já existia (ano marcado);trauma-0161;;;Na fratura do pilão tibial, o acesso posterolateral é feito no intervalo entre
2014;71;já existia (ano marcado);trauma-0123, trauma-0162;;;A fratura do odontoide mais comum e que cursa com pseudartrose em 36% dos casos é, segundo ANDERSON e D’ALONSO, a do tipo
2014;72;já existia (ano marcado);ombro-cotovelo-0051;;;A força máxima de flexão do cotovelo ocorre com
2014;73;já existia (ano marcado);tumores-0062, tumores-0120, tumores-0306;;;Na doença de PAGET, a biópsia geralmente revela um padrão em
2014;74;já existia (ano marcado);trauma-0163;;;A principal causa da luxação do joelho é
2014;75;já existia (ano marcado);trauma-0164;;;Na síndrome compartimental aguda da perna, são fatores predisponentes o gênero
2014;76;já existia (ano marcado);pe-tornozelo-0053;;;No hálux valgo com ângulo metatarsofalângico de 22° e articulação congruente, o procedimento a ser realizado é
2014;77;já existia (ano marcado);osteometabolicas-0016, osteometabolicas-0028;;;Na tuberculose da coluna, a disseminação poupa
2014;78;já existia (ano marcado);trauma-0165;;;Na fratura da cabeça do rádio no adulto, MORREY modificou a classificação de MASON incluindo a fratura do
2014;79;já existia (ano marcado);pediatria-0084;;;A osteocondrite dissecante do capitulo diferencia-se da doença de PANNER por
2014;80;já existia (ano marcado);trauma-0166;;;Na fratura subtrocantérica, a deformidade em flexão e rotação lateral do fragmento proximal é promovida pelo músculo
2014;81;já existia (ano marcado);tumores-0063;;;No tumor de células gigantes, a incidência de metástase pulmonar é de
2014;82;já existia (ano marcado);pediatria-0085;;;Na coxa vara congênita o achado radiográfico característico é
2014;83;já existia (ano marcado);joelho-0043;;;O tratamento cirúrgico da lesão do LCP está indicado quando há
2014;84;NOVA (adicionada e comentada);pediatria-0695;C;média;Na fratura da extremidade proximal do úmero na criança, ocasionada por trauma direto, a força normalmente é aplicada na região
2014;85;já existia (ano marcado);trauma-0167;;;Na fratura do escafóide, o desvio carpal é identificado na incidência radiográfica
2014;86;já existia (ano marcado);ombro-cotovelo-0052;;;A artrodese do ombro está contraindicada no caso de
2014;87;já existia (ano marcado);mao-0083;;;A presença do ligamento de VICKERS está relacionada à doença de
2014;88;já existia (ano marcado);quadril-0034;;;A fratura periprotética acetabular de causa traumática, após a artroplastia total do quadril, é classificada por DELLA VALLE e PAPROSKY como tipo
2014;89;já existia (ano marcado);trauma-0168;;;Na fratura da base da falange média dos dedos da mão, o tratamento não cirúrgico está indicado em caso de
2014;90;já existia (ano marcado);pe-tornozelo-0054;;;Na avaliação radiográfica do pé plano, o ângulo de MÉARY visto na incidência lateral mostra a relação entre o
2014;91;já existia (ano marcado);ombro-cotovelo-0053;;;O impacto interno descrito por WALCH é decorrente do contato entre o tendão do músculo
2014;92;já existia (ano marcado);quadril-0035;;;Na avaliação radiográfica do acetábulo, a estrutura que corresponde à parte medial da “gota de lágrima” é a
2014;93;já existia (ano marcado);trauma-0169;;;A fratura osteocondral do tálus com fragmento destacado e posicionado sobre o seu leito corresponde, segundo BERNDT e HARTY, ao estágio
2014;94;já existia (ano marcado);tumores-0064;;;A ressecção de uma metástase óssea isolada com margem alargada é indicada se for secundária ao carcinoma
2014;95;já existia (ano marcado);mao-0084;;;As ações dos músculos lumbricais são
2014;96;já existia (ano marcado);ombro-cotovelo-0054;;;A lesão aguda traumática do músculo peitoral maior é mais comum em
2014;97;já existia (ano marcado);quadril-0036;;;A deformidade do impacto femoroacetabular tipo “came” é mais bem evidenciada pela
2014;98;já existia (ano marcado);mao-0085;;;Na plexopatia neonatal da criança com 6 meses de idade e escore 3 na escala de Toronto, o resultado esperado é
2014;99;já existia (ano marcado);quadril-0037;;;A anteversão do colo femoral ao nascimento e com 10 anos de idade é, respectivamente,
2014;100;já existia (ano marcado);trauma-0170;;;A fratura tipo indentação da cabeça femoral raramente está associada à
