ano;questao_na_prova;situacao;id_no_site;gabarito_novas;confianca_gabarito;enunciado
2017;14;já existia (ano marcado);trauma-0085, trauma-0919;;;Na fratura diafisária da clavícula, os desvios típicos do fragmento lateral são
2017;15;já existia (ano marcado);trauma-0086, trauma-0929;;;A sinostose radioulnar ocorre com maior frequência nas fraturas do rádio e da ulna localizadas no terço
2017;16;já existia (ano marcado);pediatria-0048;;;No paciente com mielomeningocele e escoliose, a rápida progressão da curva vertebral associa–se a
2017;17;já existia (ano marcado);ombro-cotovelo-0027;;;Na ruptura da porção distal do bíceps braquial, o diagnóstico pelo “teste do gancho” é feito com a tentativa de palpar o tendão em sua face
2017;18;já existia (ano marcado);ombro-cotovelo-0028;;;O índice de gravidade da instabilidade glenoumeral (ISIS) inclui
2017;19;já existia (ano marcado);trauma-0087;;;Na fratura diafisária do úmero tratada com redução aberta e fixação interna rígida pela via anterolateral, a complicação mais frequente é
2017;20;já existia (ano marcado);mao-0042;;;Na doença de DUPUYTREN, os nódulos de GARROD localizam-se na face
2017;21;já existia (ano marcado);trauma-0088;;;Na fratura consolidada da diáfise da tíbia tratada com haste intramedular, a queixa mais comum é a dor no local da
2017;22;já existia (ano marcado);trauma-0120;;;Na fratura da extremidade distal do fêmur, a complicação mais comum é
2017;23;já existia (ano marcado);joelho-0021;;;Na ruptura do ligamento cruzado anterior do joelho, a fratura de SEGOND corresponde à avulsão da
2017;24;já existia (ano marcado);trauma-0089;;;Na fratura-luxação de MONTEGGIA no adulto, os piores resultados são esperados para as lesões, segundo BADO, do tipo
2017;25;NOVA (adicionada e comentada);pediatria-0612;C;média;O trauma do antebraço da criança causado por mecanismo de hiperpronação associa-se à fratura
2017;26;já existia (ano marcado);joelho-0022;;;No menisco discoide, segundo a classificação de WATANABE, o tipo que mais comumente se apresenta com ressalto lateral (snapping) em uma criança de 2 a 3 anos é o
2017;27;já existia (ano marcado);conceitos-basicos-0037;;;A lesão dos isquiotibiais ocorre mais frequentemente
2017;28;já existia (ano marcado);trauma-0090;;;Na fratura-luxação da base do primeiro metacarpo, o desvio em supinação do segmento distal ocorre pela ação do músculo
2017;29;já existia (ano marcado);mao-0043;;;Na síndrome do túnel do carpo, a circulação epineural é prejudicada quando a pressão intratúnel se dá a partir de
2017;30;já existia (ano marcado);mao-0044;;;No teste de FROMENT, os músculos do polegar avaliados são
2017;31;já existia (ano marcado);trauma-0091;;;Na imobilização da mão em posicionamento funcional, as metacarpofalângicas devem ficar em flexão de
2017;32;já existia (ano marcado);trauma-0092;;;Na classificação anatômica de JEFFERSON, a deformidade de COCK-ROBIN é encontrada na fratura multifragmentar
2017;33;já existia (ano marcado);pediatria-0049;;;Na coxa vara do desenvolvimento, os movimentos mais limitados são
2017;34;NOVA (adicionada e comentada);pediatria-0613;B;alta;A fusão da cartilagem trirradiada ocorre aproximadamente entre as idades de
2017;35;já existia (ano marcado);mao-0045;;;O nervo ulnar, no túnel cubital, passa sob
2017;36;já existia (ano marcado);tumores-0039;;;No osteossarcoma, é sinal de mau prognóstico a elevação da
2017;37;já existia (ano marcado);pediatria-0050;;;Na distrofia muscular de DUCHENNE, a fraqueza do quadríceps e do glúteo máximo é evidenciada pelo sinal de
2017;38;já existia (ano marcado);conceitos-basicos-0038;;;Os tecidos ósseo e conjuntivo são formados pela placa
2017;39;NOVA (adicionada e comentada);pediatria-0614;C;alta;As porcentagens médias do crescimento fisário proximal e distal do úmero são, respectivamente, de
2017;40;já existia (ano marcado);ombro-cotovelo-0029;;;Na lesão do nervo axilar, ocorre hipoestesiano braço nas faces
2017;41;já existia (ano marcado);pe-tornozelo-0030;;;O percentual de rerruptura do tendão calcâneo em atletas, após o tratamento cirúrgico é
2017;42;já existia (ano marcado);conceitos-basicos-0039;;;Na osteomielite hematogênica aguda, a região metafisária é mais acometida por apresentar pequeno número de
2017;43;já existia (ano marcado);trauma-0093;;;As fraturas do polo proximal do escafoide em crianças ocorrem por avulsão do ligamento
2017;44;já existia (ano marcado);conceitos-basicos-0040;;;No alongamento dos membros utilizando fixador externo, os tecidos que apresentam melhor capacidade de metaplasia e diferenciação estão na seguinte ordem:
2017;45;já existia (ano marcado);mao-0046;;;Nas lesões da fibrocartilagem triangular, a perfuração central corresponde à classificação de PALMER do tipo
2017;46;já existia (ano marcado);coluna-0025;;;No trauma raquimedular com choque neurogênico, são observadas as seguintes alterações clínicas
2017;47;já existia (ano marcado);trauma-0094;;;Na SCIWORA, o mecanismo de trauma mais comum é
2017;48;já existia (ano marcado);coluna-0026, coluna-0060;;;A hérnia discal que compromete a função do músculo bíceps braquial localiza-se no nível
2017;49;já existia (ano marcado);osteometabolicas-0006;;;A infecção por tuberculose na coluna vertebral localiza-se mais frequentemente no
2017;50;já existia (ano marcado);trauma-0095;;;A fratura por estresse com desvio superior a 2mm, segundo KAEDING-MILLER, é classificada como grau
2017;51;já existia (ano marcado);tumores-0040;;;A doença de PAGET na forma poliostótica, o percentual de degeneração sarcomatosa é
2017;52;já existia (ano marcado);trauma-0096;;;A fratura por estresse da base do quinto metatarsiano ocorre na zona
2017;53;NOVA (adicionada e comentada);pediatria-0615;C;alta;A fratura de TILLAUX no tornozelo de uma criança pode ser classificada como
2017;54;já existia (ano marcado);pe-tornozelo-0031;;;A artrite reumatoide provoca no retropé uma deformidade em
2017;55;já existia (ano marcado);pe-tornozelo-0032;;;No pé cavo, o antepé está, em relação ao retropé,
2017;56;já existia (ano marcado);osteometabolicas-0007;;;No tratamento da osteoporose, o uso dos bifosfonados
2017;57;já existia (ano marcado);pediatria-0051;;;As mucopolissacaridoses mais frequentes são as síndromes de
2017;58;já existia (ano marcado);tumores-0041;;;O fibroma não ossificante é uma lesão que se situa
2017;59;já existia (ano marcado);mao-0047;;;A deformidade de MADELUNG é mais frequente no sexo
2017;60;já existia (ano marcado);tumores-0042;;;O cisto ósseo aneurismático na coluna vertebral ocorre com maior frequência na parte
2017;61;já existia (ano marcado);tumores-0043;;;No osteocondroma, a origem é
2017;62;já existia (ano marcado);trauma-0097;;;Na fratura da cabeça do fêmur PIPKIN I, o tratamento cirúrgico indicado é a
2017;63;já existia (ano marcado);trauma-0098;;;O tratamento ideal para a fixação cirúrgica da fratura da diáfise do fêmur, pelo princípio da estabilidade relativa, é
2017;64;NOVA (adicionada e comentada);pediatria-0616;D;alta;Na fratura da epífise proximal da tíbia fechada com lesão vascular associada, o mecanismo de trauma mais comum é
2017;65;já existia (ano marcado);trauma-0099;;;Na fratura diafisária do fêmur, o compartimento da coxa com maior risco de evoluir com síndrome compartimental é o
2017;66;já existia (ano marcado);trauma-0100, trauma-0934;;;Nas lesões do anel pélvico, a presença do sinal de GREY TURNER é indicativo de
2017;67;já existia (ano marcado);pe-tornozelo-0033;;;Na lesão do ligamento colateral lateral do tornozelo do tipo III, o melhor tratamento é o
2017;68;já existia (ano marcado);pediatria-0052;;;A doença de LEGG-CALVÉ-PERTHES é mais comum no sexo
2017;69;já existia (ano marcado);ombro-cotovelo-0030;;;Faz parte dos critérios de CODMAN para o diagnóstico de capsulite adesiva
2017;70;já existia (ano marcado);trauma-0101;;;A fratura do colo do fêmur no adulto é mais frequente em mulheres da raça
2017;71;já existia (ano marcado);trauma-0102;;;Na fratura do calcâneo em língua com grande desvio, a complicação precoce mais frequente é a
2017;72;já existia (ano marcado);joelho-0023;;;Na luxação patelar intra-articular, a superfície articular da patela está comumente
2017;73;já existia (ano marcado);quadril-0016;;;Na artroplastia total do quadril, durante a cimentação, a complicação que diminuiu consideravelmente com a melhora das técnicas de anestesia foi
2017;74;já existia (ano marcado);trauma-0103;;;A complicação mais frequente após fratura do capítulo umeral é a
2017;75;já existia (ano marcado);mao-0048;;;Na rizartrose o principal ligamento que se torna incompetente para estabilizar a articulação acometida é o
2017;76;já existia (ano marcado);pediatria-0053;;;A pseudartrose congênita da tíbia apresenta alteração histológica
2017;77;já existia (ano marcado);pediatria-0054;;;Na deformidade de SPRENGEL, o tratamento cirúrgico deve incluir a ressecção do osso omovertebral de modo
2017;78;já existia (ano marcado);pediatria-0055;;;Na marcha normal, as fases de balanço e de apoio ocupam o ciclo, respectivamente, em
2017;79;já existia (ano marcado);pediatria-0056;;;A síndrome de SINDING-LARSEN-JOHANSSON acomete com maior frequência
2017;80;já existia (ano marcado);joelho-0024;;;No exame físico do joelho, são manobras indicadas para a avaliação de lesões meniscais os testes de
2017;81;já existia (ano marcado);joelho-0025;;;A localização clássica da osteocondrite dissecante do joelho do adolescente é a área
2017;82;já existia (ano marcado);trauma-0104;;;No tratamento da fratura subtrocantérica com redução adequada, o colapso em varo é menos frequente usando-se
2017;83;NOVA (adicionada e comentada);pediatria-0617;D;alta;Nas lesões fisárias da extremidade proximal do úmero do tipo II de SALTER- HARRIS, o fragmento metafisário tem como localização mais frequente a região
2017;84;NOVA (adicionada e comentada);pediatria-0618;A;média;A fratura diafisária do úmero na criança é mais frequentemente encontrada na faixa etária entre
2017;85;NOVA (adicionada e comentada);pediatria-0619;B;alta;Nas fraturas da diáfise do fêmur em crianças, o desvio do fragmento proximal se dá em
2017;86;já existia (ano marcado);quadril-0017;;;O músculo vasto lateral é inervado e vascularizado, respectivamente, pelo nervo
2017;87;já existia (ano marcado);conceitos-basicos-0041;;;A complicação mais frequente após amputação nos membros superiores é
2017;88;já existia (ano marcado);pediatria-0057;;;A ossificação do fêmur e da tíbia ocorre durante a gestação nas semanas
2017;89;já existia (ano marcado);pe-tornozelo-0034;;;No tratamento cirúrgico do pé plano, a artrorrise é um procedimento caracterizado pelo
2017;90;já existia (ano marcado);pe-tornozelo-0035;;;A supinação do pé envolve movimentos de
2017;91;já existia (ano marcado);conceitos-basicos-0042;;;Na lesão fisária traumática, o aparecimento das linhas de HARRIS representa
2017;92;NOVA (adicionada e comentada);pediatria-0620;D;média;Na lesão pélvica da criança, a presença de fratura bilateral dos ramos púbicos, segundo a classificação de TORODE e ZIEG, corresponde ao tipo
2017;93;já existia (ano marcado);trauma-0105;;;Na luxação traumática irredutível do joelho, as estruturas mais comumente interpostas são
2017;94;já existia (ano marcado);coluna-0027;;;Na anatomia da coluna vertebral, a artéria de ADAMKIEWICZ está localizada mais frequentemente entre os níveis
2017;95;já existia (ano marcado);conceitos-basicos-0043;;;Na consolidação viciosa com deformidade angular tratada com fixação externa circular, a colocação da dobradiça no lado convexo da bissetriz do CORA leva a
2017;96;já existia (ano marcado);quadril-0018;;;Na osteotomia de CHIARI do quadril, a complicação hemorrágica mais frequente ocorre por lesão da artéria
2017;97;já existia (ano marcado);mao-0049;;;Na via de acesso para região anterior e proximal do antebraço (HENRY), o plano intermuscular encontra-se entre os músculos braquiorradial,
2017;98;já existia (ano marcado);mao-0050;;;A amputação do terceiro raio da mão compromete no polegar o movimento de
2017;99;NOVA (adicionada e comentada);pediatria-0621;B;alta;Na fratura “em galho verde” da metáfise proximal da tíbia, a deformidade mais frequente é o
2017;100;já existia (ano marcado);trauma-0106;;;Na lesão crônica de ESSEX LOPRESTI, indica-se o
2018;1;já existia (ano marcado);pe-tornozelo-0017;;;A vascularização da diáfise da tíbia não fraturada se dá principalmente por ramos da artéria tibial
2018;2;já existia (ano marcado);mao-0017;;;Na síndrome cubital, a estrutura que causa compressão do nervo ulnar é o músculo
2018;3;já existia (ano marcado);trauma-0041;;;O acesso volar para o escafoide é realizado
2018;4;já existia (ano marcado);mao-0018;;;A fratura-luxação perissemilunar ocorre por hiperextensão do punho, desvio
2018;5;já existia (ano marcado);trauma-0042;;;Nas fraturas da base da falange média, a angulação dorsal ocorre por ação do músculo
2018;6;já existia (ano marcado);mao-0019;;;Na lesão fechada do tendão flexor profundo dos dedos, segundo a classificação de LEDDY & PACKER, ocorre ruptura de ambas as vínculas no tipo
2018;7;já existia (ano marcado);pediatria-0025;;;Na luxação congênita do joelho, este encontra-se na posição de
2018;8;NOVA (adicionada e comentada);trauma-1083;B;alta;Na fratura do terço proximal da diáfise da tíbia, o ponto de inserção da haste intramedular excessivamente medial causa deformidade em
2018;9;já existia (ano marcado);pe-tornozelo-0018;;;O teste de rotação lateral do tálus é usado para investigar a integridade
2018;10;já existia (ano marcado);joelho-0011;;;A ruptura espontânea do tendão do quadríceps femoral ocorre mais frequentemente na região hipovascular situada
2018;11;já existia (ano marcado);joelho-0012;;;A meniscectomia total medial e lateral aumenta a força de contato nos respectivos compartimentos em torno de
2018;12;já existia (ano marcado);trauma-0043;;;Nas fraturas subtrocantéricas com desvio, o fragmento proximal está em flexão,
2018;13;já existia (ano marcado);trauma-0044;;;A fratura-luxação de MONTEGGIA no adulto, segundo a classificação de BADO, o tipo mais comum é o
2018;14;já existia (ano marcado);trauma-0045;;;Na fratura da parede anterior do acetábulo, o mecanismo de trauma é uma força aplicada no trocanter maior, com o quadril em
2018;15;já existia (ano marcado);conceitos-basicos-0023;;;Na deformidade angular da tíbia em que o CORA difere do ponto óbvio, significa deformidade
2018;16;NOVA (adicionada e comentada);pediatria-0622;D;alta;Na região fisária, a estrutura que garante a estabilidade da junção osso- cartilagem é
2018;17;NOVA (adicionada e comentada);pediatria-0623;C;alta;Nas fraturas da diáfise do fêmur em crianças, tratadas com haste intramedular flexível de titânio, o istmo deve estar preenchido entre
2018;18;NOVA (adicionada e comentada);pediatria-0624;C;baixa;Na fratura da espinha tibial na criança, os mecanismos de trauma mais comuns são
2018;19;já existia (ano marcado);ombro-cotovelo-0014;;;Na epicondilite lateral do cotovelo, a análise microscópica mostra uma substituição de tecido normal por hiperplasia
2018;20;já existia (ano marcado);mao-0020;;;No desenvolvimento embrionário, as malformações por interrupção da organogênese normal da gestação ocorrem durante o
2018;21;já existia (ano marcado);pediatria-0026;;;A marcha em rotação externa tibial patológica (>18 graus) na adolescência está relacionada a
2018;22;já existia (ano marcado);coluna-0011;;;Na semiologia da coluna lombar, o teste de SCHOBER modificado auxilia na identificação de
2018;23;NOVA (adicionada e comentada);pediatria-0625;C;média;Nas fraturas fisárias de SALTER-HARRIS I e II, a localização mais frágil da placa de crescimento é a
2018;24;já existia (ano marcado);coluna-0012;;;Na espondilite anquilosante, o processo da ossificação na coluna poupa
2018;25;já existia (ano marcado);mao-0021;;;Na paralisia obstétrica, a ausência do movimento de rotação lateral do ombro é decorrente da lesão do nervo
2018;26;já existia (ano marcado);trauma-0046;;;A síndrome compartimental crônica pode ser causada por
2018;27;já existia (ano marcado);conceitos-basicos-0024;;;Na consolidação viciosa, o CORA é
2018;28;NOVA (adicionada e comentada);pediatria-0626;C;alta;Na fratura do processo lateral do tálus na criança, o mecanismo de trauma é semelhante ao da
2018;29;já existia (ano marcado);pe-tornozelo-0019;;;No tratamento cirúrgico de uma coalizão talocalcaneana, o objetivo é
2018;30;já existia (ano marcado);pe-tornozelo-0020;;;Paciente com artropatia de CHARCOT no pé, classificada como tipo 2 de BRODSKY, deve ser submetido a
2018;31;já existia (ano marcado);trauma-0047;;;A fratura do terço distal da tíbia classificada pela Associação de Trauma Ortopédica (OTA) como B3 representa uma fratura
2018;32;já existia (ano marcado);quadril-0007;;;Na anatomia da coxa, são estruturas do compartimento medial, o músculo
2018;33;já existia (ano marcado);trauma-0048;;;Na fratura da extremidade distal do fêmur, a associação com lesão ligamentar do joelho é
2018;34;já existia (ano marcado);trauma-0049, trauma-0890;;;Na fratura diafisária da tíbia do adulto, com a fíbula íntegra, tratada pelo método funcional de SARMIENTO, a complicação mais comumente observada é
2018;35;já existia (ano marcado);trauma-0050;;;Na fratura extra-articular da escápula, existe indicação de tratamento cirúrgico quando
2018;36;já existia (ano marcado);tumores-0020;;;De acordo com ENNEKING, um osteossarcoma central e extra-compartimental é classificado como
2018;37;já existia (ano marcado);ombro-cotovelo-0015;;;Na semiologia do ombro, o teste de mobilização passiva para avaliar o manguito rotador é o de
2018;38;já existia (ano marcado);tumores-0021;;;As metástases ósseas decorrentes dos tumores de rim, tireoide e próstata apresentam, respectivamente, padrão
2018;39;já existia (ano marcado);tumores-0022;;;O tumor de células gigantes apresenta transformação maligna em aproximadamente
2018;40;já existia (ano marcado);tumores-0023;;;A displasia fibrosa é mais frequente no padrão
2018;41;já existia (ano marcado);tumores-0024;;;No tumor maligno, a ressecção marginal é realizada
2018;42;já existia (ano marcado);tumores-0025;;;A síndrome de MAFFUCCI corresponde a presença de encondromatose associada a
2018;43;já existia (ano marcado);tumores-0026;;;Comparando o sarcoma de EWING com o osteossarcoma, o primeiro apresenta, na avaliação histológica, células de padrão
2018;44;já existia (ano marcado);trauma-0051;;;Na avaliação da fratura do tálus, a incidência radiográfica descrita por CANALE e KELLY é realizada com flexão
2018;45;já existia (ano marcado);trauma-0052;;;Na fratura do planalto tibial, a lesão mais comumente associada é a do
2018;46;já existia (ano marcado);coluna-0013;;;Na estenose central do canal lombar, a claudicação neurogênica caracteriza-se clinicamente por
2018;47;já existia (ano marcado);coluna-0014;;;Na espondilolistese displásica de alto grau, o risco elevado de progressão relaciona-se ao platô sacral
2018;48;já existia (ano marcado);trauma-0053;;;Na fratura do enforcado, a lesão tipo II de LEVINE E EDWARDS apresenta como mecanismo de trauma
2018;49;NOVA (adicionada e comentada);pediatria-0627;D;média;Na lesão lombar da criança, a fratura da placa terminal é mais comum no gênero
2018;50;já existia (ano marcado);pediatria-0027;;;Na mielomeningocele nível torácico, os membros inferiores frequentemente apresentam-se ao nascimento com deformidade em
2018;51;já existia (ano marcado);coluna-0015;;;No trauma raquimedular, a síndrome medular incompleta com lesão do trato corticoespinhal e espinotalâmico e a preservação da propriocepção é a
2018;52;já existia (ano marcado);trauma-0054;;;Na fratura cervical baixa associada a lesão da artéria vertebral com indicação de tratamento cirúrgico, deve-se evitar o
2018;53;NOVA (adicionada e comentada);pediatria-0628;C;baixa;Na fratura da extremidade distal do rádio na criança, SALTER-HARRIS tipo III, o mecanismo de trauma dá-se por
2018;54;já existia (ano marcado);joelho-0013;;;Na lesão do ligamento cruzado posterior, a complicação pós-operatória mais comum é a
2018;55;NOVA (adicionada e comentada);pediatria-0629;D;alta;A fratura do côndilo lateral na criança MILCH tipo I corresponde, na classificação de SALTER-HARRIS, ao tipo
2018;56;já existia (ano marcado);pediatria-0028;;;Na displasia do desenvolvimento do quadril, segundo a classificação ultrassonográfica de GRAAF, o ângulo entre o ilíaco e o teto cartilaginoso do acetábulo é o
2018;57;já existia (ano marcado);osteometabolicas-0005;;;Na osteodistrofia renal, encontram-se níveis séricos de fosfato
2018;58;já existia (ano marcado);pediatria-0029;;;Na epifisiólise da extremidade proximal do fêmur, o ângulo cervicodiafisário encontra-se
2018;59;já existia (ano marcado);quadril-0008;;;Na biomecânica do quadril, a carga na cabeça do fêmur é diminuída com a
2018;60;já existia (ano marcado);tumores-0027;;;Na biopsia óssea aberta, para evitar a formação de hematoma, o orifício deve ser
2018;61;NOVA (adicionada e comentada);pediatria-0630;A;alta;Na fratura completa da diáfise da tíbia com a fíbula íntegra na criança, o desvio tende a ser em
2018;62;já existia (ano marcado);quadril-0009, quadril-0201;;;Na artroplastia total do quadril, o uso de cabeças com diâmetros maiores
2018;63;já existia (ano marcado);quadril-0010;;;Na infecção pós-artroplastia, a formação do biofilme ocorre na maioria dos casos a partir de
2018;64;NOVA (adicionada e comentada);trauma-1084;A;alta;Na fratura por estresse da tíbia, a cintilografia óssea com tecnécio geralmente apresenta aumento de captação
2018;65;já existia (ano marcado);tumores-0028;;;A doença de PAGET é mais frequente em descendentes
2018;66;já existia (ano marcado);pediatria-0030;;;Na artrogripose neuropática, na medula espinhal ocorre
2018;67;já existia (ano marcado);pediatria-0031;;;No tratamento cirúrgico do pé torto congênito, a lesão iatrogênica do tendão do fibular longo causa
2018;68;já existia (ano marcado);pe-tornozelo-0021;;;No pé plano adquirido do adulto, estágio III de JOHNSON-STROM, o tratamento cirúrgico é
2018;69;já existia (ano marcado);pediatria-0032;;;A deformidade congênita posteromedial da tíbia associa-se com
2018;70;já existia (ano marcado);joelho-0014;;;A osteocondrite dissecante do joelho é mais frequente em
2018;71;já existia (ano marcado);trauma-0055;;;Na fratura do processo coronoide, segundo a classificação de O`DRISCOLL, o tipo I está comumente associado a fratura
2018;72;já existia (ano marcado);mao-0022;;;No processo de cicatrização dos tendões flexores da mão, o fechamento das polias favorece
2018;73;já existia (ano marcado);mao-0023;;;Na doença de KIENBOCK, a classificação de LICHTMAN grau IIIB é caracterizado por
2018;74;já existia (ano marcado);pediatria-0033;;;Na avaliação da discrepância dos membros inferiores, o comprimento real do membro é a distância entre a
2018;75;já existia (ano marcado);joelho-0015;;;A atividade de vida diária que mais exige flexão do joelho é
2018;76;NOVA (adicionada e comentada);pediatria-0631;A;baixa;Na fratura da diáfise do úmero na criança, aceita-se desvio em rotação medial de
2018;77;já existia (ano marcado);trauma-0056;;;Na fratura pertrocantérica do fêmur com lesão da cápsula articular, a diáfise é desviada pela ação do músculo
2018;78;já existia (ano marcado);trauma-0057;;;Na fratura da extremidade proximal do úmero, o desvio da tuberosidade menor é
2018;79;já existia (ano marcado);mao-0024;;;Na sinostose radioulnar proximal, a complicação mais frequente após osteotomia derrotatória de 90 graus é a
2018;80;já existia (ano marcado);mao-0025;;;Na deficiência longitudinal do rádio e da ulna, os tipos mais comuns, segundo a classificação de BAYNE, são respectivamente
2018;81;NOVA (adicionada e comentada);pediatria-0632;B;alta;Na fratura dos ossos do antebraço na criança, a refratura é mais comum na fratura do tipo
2018;82;já existia (ano marcado);pediatria-0034;;;No torcicolo muscular congênito, é fator de pior prognóstico do tratamento conservador a
2018;83;já existia (ano marcado);quadril-0011;;;Na necrose asséptica da cabeça do fêmur, a osteotomia proximal do fêmur tem melhor indicação
2018;84;já existia (ano marcado);ombro-cotovelo-0016;;;No cotovelo, são estabilizadores primários
2018;85;já existia (ano marcado);pediatria-0035;;;Na avaliação da marcha, o apoio da mão sobre a face anterior da coxa caracteriza
2018;86;já existia (ano marcado);mao-0026;;;A contratura de DUPUYTREN é mais frequente nos pacientes do gênero
2018;87;já existia (ano marcado);trauma-0058;;;Na luxação acromioclavicular, a incidência radiográfica de
2018;88;já existia (ano marcado);trauma-0059;;;Na “tríade terrível” do cotovelo, o mecanismo de trauma consiste na queda com o cotovelo em
2018;89;já existia (ano marcado);ombro-cotovelo-0017;;;Na instabilidade do ombro, o tratamento cirúrgico da lesão de HILL-SACHS reversa com comprometimento da superfície articular de 25% é a
2018;90;já existia (ano marcado);mao-0027;;;"Na anatomia da diáfise do antebraço do adulto, os músculos que compõem o ""coxim móvel” (mobile ward) são"
2018;91;já existia (ano marcado);conceitos-basicos-0025;;;Na artrite séptica da criança, a análise do líquido sinovial revela contagem de leucócitos
2018;92;já existia (ano marcado);conceitos-basicos-0026;;;O enxerto ósseo homólogo tem como principal propriedade a
2018;93;já existia (ano marcado);trauma-0060;;;Na fratura da diáfise dos ossos do antebraço do adulto, o uso de haste intramedular é indicada na fratura
2018;94;NOVA (adicionada e comentada);pediatria-0633;B;média;Na fratura desviada da extremidade distal da clavícula da criança tipo V de ROCKWOOD, a estrutura que normalmente se rompe é o
2018;95;já existia (ano marcado);trauma-0061;;;Na fratura exposta, o fechamento primário da lesão de pele deve ser realizado em paciente com ISS (Injury Severity Score)
2018;96;NOVA (adicionada e comentada);pediatria-0634;C;alta;Na fratura da extremidade proximal do fêmur da criança, a complicação de pior prognóstico é
2018;97;já existia (ano marcado);quadril-0012;;;Na fratura periprotética intra-operatória do fêmur após artroplastia total do quadril, a classificação de VANCOUVER tipo B1 significa
2018;98;já existia (ano marcado);conceitos-basicos-0027;;;No princípio da estabilidade absoluta, a placa com compressão axial deve ser
2018;99;já existia (ano marcado);mao-0028;;;No movimento do punho de radial para ulnar, a fileira proximal do carpo gira no sentido
2018;100;NOVA (adicionada e comentada);quadril-0329;B;baixa;Na osteíte púbica, em caso de falha do tratamento clínico, indica-se a intervenção cirúrgica após um período de, no mínimo,
2019;1;já existia (ano marcado);pediatria-0013;;;Na hemimelia tibial, com ausência completa da tíbia, observa-se
2019;2;já existia (ano marcado);tumores-0010;;;A forma clássica da doença de HAND-SCHULLER-CHRISTIAN caracteriza-se por lesão óssea
2019;3;já existia (ano marcado);pe-tornozelo-0010;;;No pé metatarso varo, tratado com gesso seriado, o fulcro para a correção da deformidade deve ser na articulação
2019;4;já existia (ano marcado);pediatria-0014;;;A luxação congênita da cabeça do rádio, na maioria dos casos é
2019;5;já existia (ano marcado);pediatria-0015;;;A doença de KÖHLER e de ISELIN se localizam, respectivamente,
2019;6;já existia (ano marcado);pe-tornozelo-0011;;;No pé cavo varo infantil, o retropé se encontra em
2019;7;já existia (ano marcado);coluna-0007;;;A espondilolistese displásica da criança é mais frequentemente encontrada no sexo
2019;8;já existia (ano marcado);coluna-0008;;;Na cifose de SCHEUERMANN, é critério radiológico de SÖRENSEN para o diagnóstico
2019;9;já existia (ano marcado);conceitos-basicos-0011;;;Na artrite séptica do quadril, é critério de KOCHER
2019;10;já existia (ano marcado);pediatria-0016;;;Na tíbia vara de BLOUNT, a barra óssea através da fise está presente a partir do estágio LANGERSKIÖLD
2019;11;já existia (ano marcado);pediatria-0017;;;A pseudartrose congênita da clavícula é mais comum no sexo
2019;12;já existia (ano marcado);joelho-0006;;;Na osteocondrite dissecante da patela, a lesão frequentemente é
2019;13;já existia (ano marcado);mao-0009;;;Na sindactilia, na sua forma simples, normalmente encontra-se
2019;14;já existia (ano marcado);tumores-0011;;;Na fratura patológica da criança secundária à displasia fibrosa, a consolidação é
2019;15;já existia (ano marcado);tumores-0012;;;Na neurofibromatose tipo 1, o sinal de CROWE representa
2019;16;já existia (ano marcado);pediatria-0018, pediatria-0463;;;Na doença de LEGG-CALVE-PERTHES, a classificação de HERING baseia-se na radiografia
2019;17;já existia (ano marcado);pediatria-0019;;;Na distrofia muscular de Duchenne, a criança deixa de caminhar por perda de força de
2019;18;já existia (ano marcado);pediatria-0020;;;Na paralisia cerebral, a criança que apresenta controle cervical e do tronco, mas deambula com limitações em domicílio e ambientes fechados, necessitando de cadeira de rodas na comunidade, tem classificação funcional GMFCS nível
2019;19;já existia (ano marcado);tumores-0013;;;No cisto ósseo aneurismático, a recorrência após curetagem está associada a idade
2019;20;já existia (ano marcado);joelho-0007;;;O menisco discoide é mais frequente no menisco
2019;21;já existia (ano marcado);pe-tornozelo-0012;;;A lesão osteocondral anterolateral do tálus tem como mecanismo de trauma a
2019;22;já existia (ano marcado);pe-tornozelo-0013;;;A instabilidade da 2a articulação metatarsofalangica classificada por COUGHLIN, BAUMFELD e NERY como grau 3 apresenta um desvio
2019;23;já existia (ano marcado);mao-0010;;;No desfiladeiro torácico, a síndrome de PAGET-SCHROETTER é caracterizada pela compressão
2019;24;já existia (ano marcado);quadril-0004;;;Na síndrome dolorosa do quadril, no impacto femoroacetabular extra-articular posterior, frequentemente encontra-se
2019;25;já existia (ano marcado);joelho-0008;;;A ruptura do tendão quadríceps femoral ocorre frequentemente no idoso e no jovem, respectivamente, nas regiões
2019;26;já existia (ano marcado);pe-tornozelo-0014;;;Na lesão osteocondral do tálus, a classificação de ANDERSON é baseada na
2019;27;já existia (ano marcado);joelho-0009;;;No tratamento das instabilidades ligamentares é indicação para osteotomia valgizante da tíbia a
2019;28;já existia (ano marcado);mao-0011;;;Na tenossinovite, a síndrome da interseção no antebraço é caracterizada pelo atrito entre os tendões do
2019;29;já existia (ano marcado);mao-0012;;;Na síndrome do nervo interósseo anterior, o teste realizado para detectar compressão no músculo pronador redondo envolve pronação
2019;30;já existia (ano marcado);mao-0013;;;Na dissociação entre o escafoide e o semilunar, no mecanismo de trauma, ocorre hiperextensão do punho, desvio
2019;31;já existia (ano marcado);mao-0014;;;Na rizartrose, a subluxação dorsal do metacarpo ocorre por insuficiência do ligamento
